PUBUKPRN,KISCOURSEID,KISMODE
10003956,KUZBALAWASCRF,1
10003956,KUZBALAWMAC4FF,1
10003956,KUZBALAWMACF,1
10003956,KUZBALAWMAR4FF,1
10003956,KUZBALAWMARF,1
10003956,KUZBALAWMUP4FF,1
10003956,KUZBALAWMUPF,1
10003956,KUZBALAWPHE4FF,1
10003956,KUZBALAWPHEF,1
10003956,KUZBALAWPLI4FF,1
10003956,KUZBALAWPLIF,1
10003956,KUZBALAWPSY4FF,1
10003956,KUZBALAWPSYF,1
10003956,KUZBALAWRSS4FF,1
10003956,KUZBALAWRSSF,1
10003956,KUZBALAWSEN4FF,1
10003956,KUZBALAWSENF,1
10003956,KUZBALAWSES4FF,1
10003956,KUZBALAWSESF,1
10003956,KUZBALAWSOP4FF,1
10003956,KUZBALAWSOPF,1
10003956,KUZBALAWTOR4FF,1
10003956,KUZBALAWTORF,1
10003956,KUZBAMACMST4FF,1
10003956,KUZBAMACMSTF,1
10003956,KUZBAMACMUP4FF,1
10003956,KUZBAMACMUPF,1
10003956,KUZBAMACMUS4FF,1
10003956,KUZBAMACMUSF,1
10003956,KUZBAMACNUT4FF,1
10003956,KUZBAMACNUTF,1
10003956,KUZBAMACRSS4FF,1
10003956,KUZBAMACRSSF,1
10003956,KUZBAMACSEN4FF,1
10003956,KUZBAMACSENF,1
10003956,KUZBAMACSES4FF,1
10003956,KUZBAMACSESF,1
10003956,KUZBAMACSOC4FF,1
10003956,KUZBAMACSOCF,1
10003956,KUZBAMACSPH4FF,1
10003956,KUZBAMACSPHF,1
10003956,KUZBAMACTHO4FF,1
10003956,KUZBAMACTHOF,1
10003956,KUZBAMACTOR4FF,1
10003956,KUZBAMACTORF,1
10003956,KUZBAMARMAC4FF,1
10003956,KUZBAMARMACF,1
10003956,KUZBAMARPLI4FF,1
10003956,KUZBAMARPLIF,1
10003956,KUZBAMARPSY4FF,1
10003956,KUZBAMARPSYF,1
10003956,KUZBAMARSCR4FF,1
10003956,KUZBAMARSCRF,1
10003956,KUZBAMARSOC4FF,1
10003956,KUZBAMARSOCF,1
10003956,KUZBAMATMAC4FF,1
10003956,KUZBAMATMACF,1
10003956,KUZBAMATPLI4FF,1
10003956,KUZBAMATPLIF,1
10003956,KUZBAMATSCR4FF,1
10003956,KUZBAMATSCRF,1
10003956,KUZBAMATSEN4FF,1
10003956,KUZBAMATSENF,1
10003956,KUZBAMSTPLI4FF,1
10003956,KUZBAMSTPLIF,1
10003956,KUZBAMSTPSY4FF,1
10003956,KUZBAMSTPSYF,1
10003956,KUZBAMSTSCR4FF,1
10003956,KUZBAMSTSCRF,1
10003956,KUZBAMSTSEN4FF,1
10003956,KUZBAMSTSENF,1
10003956,KUZBAMUPPLI4FF,1
10003956,KUZBAMUPPLIF,1
10003956,KUZBAMUPPSYF,1
10003956,KUZBAMUPSCR4FF,1
10003956,KUZBAMUPSCRF,1
10003956,KUZBAMUPSOC4FF,1
10003956,KUZBAMUPSOCF,1
10003956,KUZBAMUSPLI4FF,1
10003956,KUZBAMUSPLIF,1
10003956,KUZBAMUSPSY4FF,1
10003956,KUZBAMUSPSYF,1
10003956,KUZBAMUSSCR4FF,1
10003956,KUZBAMUSSCRF,1
10003956,KUZBAMUSSEN4FF,1
10003956,KUZBAMUSSENF,1
10003956,KUZBANUTASCRF,1
10003956,KUZBANUTPLI4FF,1
10003956,KUZBANUTPLIF,1
10003956,KUZBANUTSCR4FF,1
10003956,KUZBANUTSEN4FF,1
10003956,KUZBANUTSENF,1
10003956,KUZBAPHESEN4FF,1
10003956,KUZBAPHESENF,1
10003956,KUZBAPHESOC4FF,1
10003956,KUZBAPHESOCF,1
10003956,KUZBAPIN4FF,1
10003956,KUZBAPINF,1
10003956,KUZBAPLIRSS4FF,1
10003956,KUZBAPLIRSSF,1
10003956,KUZBAPLISEN4FF,1
10003956,KUZBAPLISENF,1
10003956,KUZBAPLISES4FF,1
10003956,KUZBAPLISESF,1
10003956,KUZBAPLISOC4FF,1
10003956,KUZBAPLISOCF,1
10003956,KUZBAPLISPH4FF,1
10003956,KUZBAPLISPHF,1
10003956,KUZBAPLITHO4FF,1
10003956,KUZBAPLITHOF,1
10003956,KUZBAPLITOR4FF,1
10003956,KUZBAPLITORF,1
10003956,KUZBAPSYRSS4FF,1
10003956,KUZBAPSYRSSF,1
10003956,KUZBAPSYSEN4FF,1
10003956,KUZBAPSYSENF,1
10003956,KUZBAPSYSOC4FF,1
10003956,KUZBAPSYSOCF,1
10003956,KUZBAPSYTHO4FF,1
10003956,KUZBAPSYTHOF,1
10003956,KUZBAPSYTOR4FF,1
10003956,KUZBAPSYTORF,1
10003956,KUZBARSSSCR4FF,1
10003956,KUZBARSSSCRF,1
10003956,KUZBARSSSOC4FF,1
10003956,KUZBARSSSOCF,1
10003956,KUZBASCRASEN4FF,1
10003956,KUZBASCRASENF,1
10003956,KUZBASCRASOC4FF,1
10003956,KUZBASCRASOCF,1
10003956,KUZBASCRASPHF,1
10003956,KUZBASCRSES4FF,1
10003956,KUZBASCRSESF,1
10003956,KUZBASCRSPH4FF,1
10003956,KUZBASCRTHO4FF,1
10003956,KUZBASCRTHOF,1
10003956,KUZBASCRTOR4FF,1
10003956,KUZBASCRTORF,1
10003956,KUZBASED4FF,1
10003956,KUZBASENSOC4FF,1
10003956,KUZBASENSOCF,1
10003956,KUZBASENSOP4FF,1
10003956,KUZBASENSOPF,1
10003956,KUZBASENSPH4FF,1
10003956,KUZBASENSPHF,1
10003956,KUZBASENTHO4FF,1
10003956,KUZBASENTHOF,1
10003956,KUZBASOC4FF,1
10003956,KUZBASOCSES4FF,1
10003956,KUZBASOCSESF,1
10003956,KUZBASOCTOR4FF,1
10003956,KUZBASOCTORF,1
10003956,KUZBASOPSOC4FF,1
10003956,KUZBASOPSOCF,1
10003956,KUZBASWKF,1
10003956,KUZBSCCOBPSY4FF,1
10003956,KUZBSCCOBPSYF,1
10003956,KUZBSCCSCPSY4FF,1
10003956,KUZBSCCSCPSYF,1
10003956,KUZBSCGEOPSY4FF,1
10003956,KUZBSCGEOPSYF,1
10003956,KUZBSCINFPSY4FF,1
10003956,KUZBSCINFPSYF,1
10003956,KUZBSCMATPSY4FF,1
10003956,KUZBSCMATPSYF,1
10003956,KUZBSCNUTPSY4FF,1
10003956,KUZBSCNUTPSYF,1
10003956,KUZBSCPSY4FF,1
10003956,KUZBSCPSYSES4FF,1
10003956,KUZBSCPSYSESF,1
10003956,KUZBSCPSYSPH4FF,1
10003956,KUZBSCPSYSPHF,1
10003956,KUZBSCSPS4FF,1
10003956,KUZBSCSPSF,1
10003956,KUZLLBLLB4FF,1
10003956,KUZLLBLLBF,1
10004775,UBAIL4FT,1
10004775,UBAIL4FTDCCUA,1
10004775,UBAIL4FTDPDUA,1
10004775,UBAILLFT,1
10004775,UBAILLFTDCCUA,1
10004775,UBAILLFTDPDUA,1
10004930,BAH-BK,1
10004930,BAH-BMG,1
10004930,BAH-BMX,1
10004930,BAH-BU,1
10004930,BAH-DMK,1
10004930,BAH-FD,1
10004930,BAH-KM,1
10004930,BAH-MEM,1
10004930,BAH-RN,1
10004930,BSCH-KA,1
10004930,BSCH-LH,1
10004930,BSCH-LO,1
10004930,BSCH-NSA,1
10004930,BSCH-SJ,1
10004930,BSCH-SPH,1
10004930,BSCH-XS,1
10005127,CRFTK,1
10005127,FDFTK,1
10005127,GCFTK,1
10005127,MMFTK,1
10005127,PDFTK,1
10005127,PHFTK,1
10005127,TDFTK,1
10005127,XCRFTK,1
10005127,XFDFTK,1
10005127,XGCFTK,1
10005127,XMMFTK,1
10005127,XPDFTK,1
10005127,XPHFTK,1
10005127,XTDFTK,1
10005343,MED-MBCH-S,1
10005500,UBAFTAACD,1
10005545,BM,1
10005545,BMP,1
10005545,BMZ,1
10005545,RE,1
10005545,REP,1
10005545,REZ,1
10005790,10336,1
10005790,11320,1
10005790,11356,1
10005790,11360,1
10005790,11364,1
10005790,11371,1
10005790,11385,1
10005790,11389,1
10005790,11390,1
10005790,11393,1
10005790,11397,1
10005790,11399,1
10005790,11402,1
10005790,11414,1
10005790,11461,1
10005790,11467,1
10005790,11599,1
10005790,11607,1
10005790,11611,1
10005790,11613,1
10005790,11628,1
10005790,11635,1
10005790,11654,1
10005790,11665,1
10005790,11667,1
10005790,11670,1
10005790,11673,1
10005790,11696,1
10005790,11783,1
10005790,11787,1
10005790,11845,1
10005790,11859,1
10005790,11859,2
10005790,11861,1
10005790,11884,1
10005790,12037,1
10005790,12040,1
10005790,12045,1
10005790,12088,1
10005790,12110,1
10005790,12119,1
10005790,12127,1
10005790,12182,1
10005790,13135,1
10005790,13416,1
10005790,13543,1
10005790,13544,1
10005790,13547,1
10005790,13551,1
10005790,13552,1
10005790,13731,1
10005790,13808,1
10005790,13930,1
10005790,14002,1
10005790,14032,1
10005790,14076,1
10005790,14174,1
10005790,14282,1
10005790,14324,1
10005790,14335,1
10005790,14336,2
10005790,14424,1
10006022,XXBABUM01FD,1
10006022,XXBABUM01FF,1
10006022,XXBABUM01FM,1
10006022,XXBABUM01FX,1
10006022,XXBACIN01FX,1
10006022,XXBAEEG01FX,1
10006022,XXBAFMM01FX,1
10006022,XXBAFNA01FX,1
10006022,XXBAFST01FX,1
10006022,XXBAINN01FX,1
10006022,XXBALET01FX,1
10006022,XXBAMEN01FX,1
10006022,XXBAMRB01FX,1
10006022,XXBAPCM01FX,1
10006022,XXBAPFT01FX,1
10006022,XXBAPHO01FX,1
10006022,XXBAPSS01FX,1
10006022,XXBAPSY01FX,1
10006022,XXBAREE01FX,1
10006022,XXBASCH02FX,1
10006022,XXBASEP01FX,1
10006022,XXBASES01FX,1
10006022,XXBASPM01FX,1
10006022,XXBAYDP01FX,1
10006022,XXBAYDP01FX,1
10006022,XXBAYPD01FX,1
10006022,XXBAYPD01FX,1
10006022,XXFDMAR01FX,1
10006022,XXFDNAU01FX,1
10006022,XXHDMAR01FX,1
10006022,XXHDMEL01FX,1
10006022,XXHDNAS01FX,1
10006299,USHR-F-S-F-0013,1
10006427,CAI0FBAH,1
10006427,CAI4FBAH,1
10006427,CAI5FBAH,1
10006427,CAINFBAH,1
10006427,CAU0FBSH,1
10006427,CAU4FBSH,1
10006427,CAU5FBSH,1
10006427,CAUDFBSH,1
10006427,CFA0FBAH,1
10006427,CFA5FBAH,1
10006427,CFR4FBAH,1
10006427,CID0FBSH,1
10006427,CID4FBSH,1
10006427,CID5FBSH,1
10006427,CIDEFBSH,1
10006427,CIN0FBAH,1
10006427,CIN4FBAH,1
10006427,CIN5FBAH,1
10006427,CINTFBAH,1
10006427,CIT0FBAH,1
10006427,CIT4FBAH,1
10006427,CIT5FBAH,1
10006427,CITSFBAH,1
10006427,CPF0FBAH,1
10006427,CPF4FBAH,1
10006427,CPF5FBAH,1
10006427,CPFDFBAH,1
10006427,CVC0FBAH,1
10006427,CVC4FBAH,1
10006427,CVC5FBAH,1
10006427,CVCMFBAH,1
10006427,EFB0FBAH,1
10006427,EFB4FBAH,1
10006427,EFB5FBAH,1
10006427,EFBCFBAH,1
10006427,EFD0FBAH,1
10006427,EFD4FBAH,1
10006427,EFD5FBAH,1
10006427,EFDEFBAH,1
10006427,EFH4FBAH,1
10006427,EFI0FBAH,1
10006427,EFI4FBAH,1
10006427,EFI5FBAH,1
10006427,EFISFBAH,1
10006427,EFP0FBAH,1
10006427,EFP5FBAH,1
10006427,EFPHFBAH,1
10006427,EFT0FBAH,1
10006427,EFT4FBAH,1
10006427,EFT5FBAH,1
10006427,EFTTFBAH,1
10006427,EMH0FBAH,1
10006427,EMH4FBAH,1
10006427,EMH5FBAH,1
10006427,EMHDFBAH,1
10006427,EPF0FBAH,1
10006427,EPF4FBAH,1
10006427,EPF5FBAH,1
10006427,EPFTFBAH,1
10006427,ETE0FBAH,1
10006427,ETE4FBAH,1
10006427,ETE5FBAH,1
10006427,ETEXFBAH,1
10006427,FAM4FBAH,1
10006427,FAN0FBAH,1
10006427,FAN5FBAH,1
10006427,FCC0FBAH,1
10006427,FCC4FBAH,1
10006427,FCC5FBAH,1
10006427,FCCAFBAH,1
10006427,FCG0FBAH,1
10006427,FCG4FBAH,1
10006427,FCG5FBAH,1
10006427,FCGLFBAH,1
10006427,FCO0FBSH,1
10006427,FCO4FBSH,1
10006427,FCO5FBSH,1
10006427,FCOMFBSH,1
10006427,FCS0FBSH,1
10006427,FCS4FBSH,1
10006427,FCS5FBSH,1
10006427,FCSCFBSH,1
10006427,FDL0FBAH,1
10006427,FDL4FBAH,1
10006427,FDL5FBAH,1
10006427,FDLAFBAH,1
10006427,FFA0FBAH,1
10006427,FFA4FBAH,1
10006427,FFA5FBAH,1
10006427,FFARFBAH,1
10006427,FFI0FBAH,1
10006427,FFI5FBAH,1
10006427,FFIPFBAH,1
10006427,FFP4FBAH,1
10006427,FGA0FBAH,1
10006427,FGA4FBAH,1
10006427,FGA5FBAH,1
10006427,FGARFBAH,1
10006427,FGD0FBSH,1
10006427,FGD4FBSH,1
10006427,FGD5FBSH,1
10006427,FGDVFBSH,1
10006427,FGG0FBAH,1
10006427,FGG4FBAH,1
10006427,FGG5FBAH,1
10006427,FGM0FBAH,1
10006427,FGM4FBAH,1
10006427,FGM5FBAH,1
10006427,FGMAFBAH,1
10006427,FGMDFBAH,1
10006427,FGR0FBAH,1
10006427,FGR4FBAH,1
10006427,FGR5FBAH,1
10006427,FIL0FBAH,1
10006427,FIL5FBAH,1
10006427,FILLFBAH,1
10006427,FJS0FBAH,1
10006427,FJS4FBAH,1
10006427,FJS5FBAH,1
10006427,FJSVFBAH,1
10006427,FLL4FBAH,1
10006427,FPG4FBAH,1
10006427,FPH0FBAH,1
10006427,FPH5FBAH,1
10006427,FPHOFBAH,1
10006427,FTV0FBAH,1
10006427,FTV4FBAH,1
10006427,FTV5FBAH,1
10006427,FUE0FBSH,1
10006427,FUE4FBSH,1
10006427,FUE5FBSH,1
10006427,FUEDFBSH,1
10006427,FVA0FBAH,1
10006427,FVA4FBAH,1
10006427,FVA5FBAH,1
10006427,FVARFBAH,1
10006427,FVI0FBAH,1
10006427,FVI4FBAH,1
10006427,FVI5FBAH,1
10006427,FVIEFBAH,1
10006566,ARCDET001E,1
10006566,ARCHFD003E,1
10006566,NUTFOM001E,1
10006566,NUTFOM003E,1
10006566,NUTFPL001E,1
10006566,PUBHEA001R,1
10006566,PUBHEA001W,1
10006840,K0414,1
10007137,UGBADAN,1
10007137,UGBADAPPT,1
10007137,UGBADAWT,1
10007137,UGBAEDPE,1
10007137,UGBAEDSPE,1
10007137,UGBAOADV,1
10007137,UGBMSCIDASC,1
10007137,UGBMSISPTSES,1
10007137,UGBSDANSCI,1
10007137,UGBSSPCO,1
10007137,UGBSSPEXPS,1
10007137,UGBSSPTSESPS,1
10007137,UGMSSPTSTH,1
10007140,UM0048-00,1
10007140,US0630-00,1
10007140,US0630-02,1
10007140,US0634F-00,1
10007140,US0638F-00,1
10007140,US0642F-01,1
10007140,US0662-02,1
10007140,US0662F-02,1
10007140,US0665-00,1
10007140,US0665F-00,1
10007140,US0671-00,1
10007140,US0671F-00,1
10007140,US0675-00,1
10007140,US0675F-00,1
10007140,US0691-00,1
10007140,US0691F-00,1
10007140,US0701-00,1
10007140,US0701F-00,1
10007140,US0705-00,1
10007140,US0707F-00,1
10007140,US0716-00,1
10007140,US0716F-00,1
10007140,US0784-00,1
10007140,US0784F-00,1
10007140,US0785F-00,1
10007140,US0789F-00,1
10007140,US0790-00,1
10007140,US0790F-00,1
10007140,US0800-00,1
10007140,US0800F-00,1
10007140,US0805F-00,1
10007140,US0814-00,1
10007140,US0814F-00,1
10007140,US0815-00,1
10007140,US0815F-00,1
10007140,US0816F-00,1
10007140,US0820F-00,1
10007140,US0867-00,1
10007140,US0867F-00,1
10007140,US0878-00,1
10007140,US0878F-00,1
10007140,US0899F-00,1
10007140,US0926-03,1
10007140,US0927-00,1
10007140,US0937F-00,1
10007140,US1006F-00,1
10007140,US1118-02,1
10007140,US1122-02,1
10007140,US1122-05,1
10007140,US1126-01,1
10007140,US1126F-00,1
10007140,US1166-01,1
10007140,US1166-02,1
10007140,US1166-03,1
10007140,US1166-04,1
10007140,US1166F-01,1
10007140,US1191-00,1
10007140,US1191F-00,1
10007140,US1381-00,1
10007140,US1381F-00,1
10007140,US1389-00,1
10007140,US1389F-00,1
10007140,US1446-00,1
10007140,US1446F-00,1
10007140,US1448-00,1
10007140,US1448F-00,1
10007140,US1454-00,1
10007140,US1458-00,1
10007140,US1462-00,1
10007140,US1462F-00,1
10007141,ENGLICHI,1
10007141,ENGLIFRE,1
10007141,ENGLIGER,1
10007141,ENGLIJAP,1
10007141,ENGLIKOR,1
10007141,ENGLIRUS,1
10007141,ENGLISPA,1
10007141,ENGLLCHI,1
10007141,ENGLLFRE,1
10007141,ENGLLGER,1
10007141,ENGLLJAP,1
10007141,ENGLLKOR,1
10007141,ENGLLRUS,1
10007141,ENGLLSPA,1
10007141,FZFIRE101,1
10007141,FZFIRE102,1
10007141,JMEGLG110,1
10007141,JMELLI100,1
10007141,LCTEMLCHI,1
10007141,LCTEMLFRE,1
10007141,LCTEMLGER,1
10007141,LCTEMLJAP,1
10007141,LCTEMLKOR,1
10007141,LCTEMLRUS,1
10007141,LCTEMLSPA,1
10007141,PWMWRO140,1
10007141,ULASPA110,1
10007141,ULASPACHI,1
10007141,ULASPAJAP,1
10007141,ULASPAKOR,1
10007141,ULASPARUS,1
10007141,ULDFSL110,1
10007141,ULDFSL112,1
10007141,ULEGLG110,1
10007141,ULELCW101,1
10007141,ULELCW110,1
10007141,ULELLI110,1
10007141,ULEMIM100,1
10007141,ULEMOL110,1
10007141,ULEMOL211,1
10007141,ULFIRE110,1
10007141,ULFIRE111,1
10007141,ULFSRM100,1
10007141,ULMOLACHG,1
10007141,ULMOLACHK,1
10007141,ULMOLACHR,1
10007141,ULMOLACHS,1
10007141,ULMOLAFRC,1
10007141,ULMOLAFRG,1
10007141,ULMOLAFRJ,1
10007141,ULMOLAFRK,1
10007141,ULMOLAFRR,1
10007141,ULMOLAFRS,1
10007141,ULMOLAGEK,1
10007141,ULMOLAGER,1
10007141,ULMOLAJAC,1
10007141,ULMOLAJAG,1
10007141,ULMOLAJAK,1
10007141,ULMOLAJAR,1
10007141,ULMOLAJAS,1
10007141,ULMOLAKORR,1
10007141,ULMOLASPG,1
10007141,ULMOLASPK,1
10007141,ULMOLASPR,1
10007141,ULMOLG110,1
10007141,ULMSEN111,1
10007141,ULOGSE100,1
10007141,ULROBO101,1
10007141,ULROBO110,1
10007141,ULTEML110,1
10007141,VSMSEN102,1
10007148,300,1
10007148,4996,1
10007148,7699,1
10007148,7703,1
10007148,7710,1
10007148,8246,1
10007148,8398,1
10007148,8424,1
10007148,8714,1
10007148,8755,1
10007148,8758,1
10007149,UGBEC2AFU01,1
10007149,UGBEC2PFU01,1
10007149,UGBEC2XFU01,1
10007149,UGBMENAFU01,1
10007149,UGBMENPFU01,1
10007149,UGBMENXFU01,1
10007149,UGBMHRAFU01,1
10007149,UGBMHRPFU01,1
10007149,UGBMHRXFU01,1
10007149,UGBMLSAFU01,1
10007149,UGBMLSPFU01,1
10007149,UGBMLSXFU01,1
10007149,UGBMWAAFU01,1
10007149,UGBMWAPFU01,1
10007149,UGBMWAXFU01,1
10007149,UGBMWFAFU01,1
10007149,UGBMWFPFU01,1
10007149,UGBMWFXFU01,1
10007149,UGBMWMAFU01,1
10007149,UGBMWMPFU01,1
10007149,UGBMWMXFU01,1
10007149,UGBUSMAFU01,1
10007149,UGBUSMFFU01,1
10007149,UGBUSMPFU01,1
10007149,UGCOMSAFU01,1
10007149,UGCOMSFFU01,1
10007149,UGCOMSMFU01,1
10007149,UGCOMSPFU01,1
10007149,UGCOMSXFU01,1
10007149,UGCRIMFFU01,1
10007149,UGCRIMXFU01,1
10007149,UGCRLAXFU01,1
10007149,UGCSAIAFU01,1
10007149,UGCSAIFFU01,1
10007149,UGCSAIMFU01,1
10007149,UGCSAIPFU01,1
10007149,UGCSAIXFU01,1
10007149,UGEACSXFU01,1
10007149,UGEAEEFFU02,1
10007149,UGEAEELFU01,1
10007149,UGEAEEMFU01,1
10007149,UGEAEEPFU01,1
10007149,UGEAEEXFU01,1
10007149,UGECO2AFU01,1
10007149,UGECO2PFU01,1
10007149,UGECO2XFU01,1
10007149,UGINTBAFU01,1
10007149,UGINTBPFU01,1
10007149,UGINTBXFU01,1
10007149,UGLABMAFU01,1
10007149,UGLABMXFU01,1
10007149,UGLACRAFU01,1
10007149,UGLACRXFU01,1
10007149,UGMARIXFU01,1
10007149,UGMKMPPFU01,1
10007149,UGMKTMAFU01,1
10007149,UGMKTMXFU01,1
10007149,UGNURAXFU01,1
10007149,UGPCRIFFU01,1
10007149,UGPCRIXFU01,1
10007149,UGPPECXFU01,1
10007149,UGROAIAFU01,1
10007149,UGROAIFFU01,1
10007149,UGROAIMFU01,1
10007149,UGROAIPFU01,1
10007149,UGROAIXFU01,1
10007149,UGZOOLFFU01,1
10007149,UGZOOLXFU01,1
10007150,UACF0001A1BS-F,1
10007150,UACF0001F1BS-F,1
10007150,UACF0001P1BS-F,1
10007150,UACF0001X1BS-F,1
10007150,UACFECO2P1BS-F,1
10007150,UACFECO2X1BS-F,1
10007150,UAHI0001X1BA-F,1
10007150,UARI0001P1BS-F,1
10007150,UARI0001X1BS-F,1
10007150,UASC0001F1BS-F,1
10007150,UASC0001P1BS-F,1
10007150,UASC0001X1BS-F,1
10007150,UBID0001A1BA-F,1
10007150,UBIT0001P2BS-F,1
10007150,UBIT0001X2BS-F,1
10007150,UCAR0001X1BA-F,1
10007150,UCLC0001X1BA-F,1
10007150,UCRI0001X1BA-F,1
10007150,UCRM0001X1BA-F,1
10007150,UCRMCUL2X1BA-F,1
10007150,UCRMQUA3X1BA-F,1
10007150,UCRMSOC2X1BA-F,1
10007150,UCSC0001P1BS-F,1
10007150,UCSC0001X1BS-F,1
10007150,UCYB0001P1BS-F,1
10007150,UCYB0001X1BS-F,1
10007150,UDID0001A1BS-F,1
